INFO: setting server port as: 2222
INFO: Waiting for incoming connection...
[#WORKER#] 23107.946100 Worker Thread Alive!
R0:23107.945688,0.050151,23107.946183,23107.996423
R1:23108.251477,0.160167,23108.251505,23108.411672
R2:23108.506234,0.022009,23108.506258,23108.528267
[#WORKER#] 23108.948857 Still Alive!
R3:23108.910661,0.146201,23108.910692,23109.056894
R4:23108.978735,0.080737,23109.056925,23109.137662
R5:23109.032994,0.099121,23109.137719,23109.236840
R6:23109.141180,0.072031,23109.236886,23109.308918
R7:23109.216833,0.247926,23109.308951,23109.556882
R8:23109.723762,0.126336,23109.723793,23109.850129
R9:23109.892097,0.093387,23109.892146,23109.985533
R10:23109.917646,0.027824,23109.985559,23110.013384
R11:23109.920407,0.163054,23110.013426,23110.176480
R12:23109.945026,0.051240,23110.176501,23110.227742
R13:23109.973452,0.011520,23110.227766,23110.239286
R14:23109.996640,0.024623,23110.239305,23110.263928
[#WORKER#] 23110.949057 Still Alive!
R15:23111.135863,0.182705,23111.135902,23111.318608
R16:23111.255807,0.035102,23111.318656,23111.353759
R17:23111.413898,0.074294,23111.413928,23111.488223
R18:23111.583067,0.360362,23111.583090,23111.943455
R19:23111.696495,0.147560,23111.943545,23112.091106
R20:23111.754206,0.146930,23112.091152,23112.238082
R21:23111.878944,0.222128,23112.238114,23112.460243
R22:23111.964175,0.043457,23112.460293,23112.503751
R23:23112.019716,0.251363,23112.503779,23112.755143
[#WORKER#] 23112.950508 Still Alive!
R24:23112.294541,0.298236,23112.755170,23113.053410
R25:23112.306610,0.008999,23113.053476,23113.062475
R26:23112.431058,0.108835,23113.062502,23113.171336
R27:23112.466658,0.042908,23113.171392,23113.214300
R28:23112.834907,0.002023,23113.214325,23113.216348
R29:23112.845979,0.006517,23113.216379,23113.222896
R30:23112.947990,0.352792,23113.222917,23113.575714
R31:23112.993398,0.190327,23113.575789,23113.766117
R32:23113.380928,0.077601,23113.766162,23113.843763
R33:23113.432644,0.142815,23113.843810,23113.986627
R34:23113.511069,0.110179,23113.986745,23114.096925
R35:23113.630869,0.004007,23114.096998,23114.101006
R36:23113.757310,0.268582,23114.101033,23114.369616
R37:23113.853277,0.127637,23114.369673,23114.497311
R38:23114.298468,0.134145,23114.497349,23114.631495
R39:23114.354253,0.043703,23114.631523,23114.675226
R40:23114.524555,0.018149,23114.675250,23114.693399
R41:23114.718631,0.212089,23114.718656,23114.930747
[#WORKER#] 23114.951580 Still Alive!
R42:23114.815334,0.040098,23114.930838,23114.970938
R43:23115.109950,0.223841,23115.110016,23115.333860
R44:23115.153368,0.116050,23115.333980,23115.450032
R45:23115.225307,0.088829,23115.450136,23115.538969
R46:23115.747838,0.195670,23115.747935,23115.943608
R47:23115.926430,0.257662,23115.943678,23116.201343
R48:23116.022989,0.168614,23116.201425,23116.370041
R49:23116.107720,0.241880,23116.370108,23116.611993
R50:23116.299871,0.024312,23116.612082,23116.636396
R51:23116.409691,0.252733,23116.636436,23116.889170
[#WORKER#] 23116.953632 Still Alive!
R52:23116.909854,0.212915,23116.909885,23117.122805
R53:23116.936527,0.056555,23117.122895,23117.179451
R54:23117.107374,0.032998,23117.179488,23117.212487
R55:23117.268520,0.036739,23117.268561,23117.305301
R56:23117.525603,0.025632,23117.525702,23117.551340
