R0,44571.746360,0.041792,44571.746532,44571.788405
R1,44572.052166,0.133472,44572.052211,44572.185685
R2,44572.306976,0.018341,44572.307072,44572.325416
R3,44572.711522,0.121834,44572.711599,44572.833439
R4,44572.779731,0.067281,44572.833613,44572.900895
R5,44572.834065,0.082600,44572.900961,44572.983563
R6,44572.942264,0.060026,44572.983624,44573.043651
R7,44573.017933,0.206605,44573.043713,44573.250319
R8,44573.524867,0.105280,44573.524917,44573.630200
R9,44573.693271,0.077822,44573.693337,44573.771166
R10,44573.718940,0.023187,44573.771241,44573.794430
R11,44573.721732,0.135879,44573.794532,44573.930414
R12,44573.746394,0.042700,44573.930542,44573.973247
R13,44573.774841,0.009600,44573.973311,44573.982915
R14,44573.798054,0.020519,44573.983011,44574.003531
R15,44574.937386,0.152254,44574.937546,44575.089809
R16,44575.057404,0.029252,44575.089985,44575.119239
R17,44575.215550,0.061912,44575.215609,44575.277523
R18,44575.384791,0.300302,44575.384854,44575.685163
R19,44575.498273,0.122966,44575.685244,44575.808212
R20,44575.556014,0.122442,44575.808259,44575.930702
R21,44575.680753,0.185106,44575.930758,44576.115865
R22,44575.766017,0.036214,44576.115903,44576.152118
R23,44575.821567,0.209469,44576.152151,44576.361626
R24,44576.096394,0.248530,44576.361701,44576.610232
R25,44576.108471,0.007499,44576.610282,44576.617782
R26,44576.232927,0.090695,44576.617813,44576.708510
R27,44576.268532,0.035757,44576.708603,44576.744362
R28,44576.636788,0.001686,44576.744457,44576.746144
R29,44576.647882,0.005431,44576.746185,44576.751617
R30,44576.749909,0.293994,44576.751648,44577.045648
R31,44576.795345,0.158606,44577.045777,44577.204385
R32,44577.182899,0.064667,44577.204433,44577.269101
R33,44577.234645,0.119013,44577.269141,44577.388154
R34,44577.313063,0.091816,44577.388186,44577.480011
R35,44577.432852,0.003339,44577.480039,44577.483378
R36,44577.559299,0.223819,44577.559340,44577.783160
R37,44577.655268,0.106364,44577.783212,44577.889577
R38,44578.100446,0.111788,44578.100481,44578.212269
R39,44578.156234,0.036419,44578.212311,44578.248731
R40,44578.326529,0.015124,44578.326563,44578.341688
R41,44578.520616,0.176741,44578.520645,44578.697386
R42,44578.617316,0.033415,44578.697426,44578.730842
R43,44578.911917,0.186534,44578.911986,44579.098522
R44,44578.955333,0.096708,44579.098577,44579.195286
R45,44579.027276,0.074024,44579.195324,44579.269349
R46,44579.549706,0.163059,44579.549752,44579.712817
R47,44579.728250,0.214719,44579.728302,44579.943022
R48,44579.824828,0.140512,44579.943102,44580.083614
R49,44579.909574,0.201567,44580.083655,44580.285222
R50,44580.101730,0.020260,44580.285268,44580.305528
R51,44580.211557,0.210611,44580.305553,44580.516165
R52,44580.711735,0.177430,44580.711777,44580.889208
R53,44580.738407,0.047129,44580.889272,44580.936402
R54,44580.909216,0.027498,44580.936435,44580.963934
R55,44581.070377,0.030616,44581.070444,44581.101066
R56,44581.327423,0.021360,44581.327475,44581.348837
R57,44581.426231,0.026941,44581.426265,44581.453206
R58,44581.460883,0.044893,44581.460913,44581.505806
R59,44581.596402,0.197754,44581.596430,44581.794185
R60,44581.627413,0.011230,44581.794239,44581.805469
R61,44581.645587,0.119092,44581.805500,44581.924593
R62,44581.759639,0.227786,44581.924681,44582.152468
R63,44582.456909,0.040266,44582.456958,44582.497226
R64,44582.649206,0.038326,44582.649239,44582.687566
R65,44582.880141,0.022026,44582.880172,44582.902198
R66,44582.938253,0.023355,44582.938296,44582.961652
R67,44583.084705,0.109777,44583.084767,44583.194547
R68,44583.112325,0.131443,44583.194681,44583.326128
R69,44583.134693,0.113898,44583.326232,44583.440132
R70,44583.164593,0.249818,44583.440197,44583.690016
R71,44583.177533,0.061436,44583.690084,44583.751521
R72,44583.186552,0.022877,44583.751561,44583.774438
R73,44583.218898,0.109934,44583.774467,44583.884405
R74,44583.485360,0.285300,44583.884439,44584.169740
R75,44583.663531,0.118834,44584.169776,44584.288610
R76,44583.833594,0.012076,44584.288644,44584.300720
R77,44583.849984,0.006788,44584.300745,44584.307534
R78,44583.972417,0.019082,44584.308222,44584.327305
R79,44583.984524,0.142751,44584.327341,44584.470097
R80,44584.087684,0.117406,44584.470190,44584.587597
R81,44584.229664,0.014312,44584.587665,44584.601977
R82,44584.238575,0.019047,44584.602024,44584.621072
R83,44586.231102,0.011172,44586.231178,44586.242355
R84,44586.599024,0.004631,44586.599065,44586.603698
R85,44587.618948,0.006256,44587.619069,44587.625332
R86,44587.959809,0.213737,44587.959845,44588.173585
R87,44587.960562,0.016575,44588.173680,44588.190257
R88,44588.110803,0.041423,44588.190307,44588.231731
R89,44588.140539,0.142759,44588.231786,44588.374545
R90,44588.547604,0.067004,44588.547639,44588.614644
R91,44588.621789,0.050211,44588.621824,44588.672038
R92,44588.766226,0.008747,44588.766295,44588.775044
R93,44588.960103,0.117992,44588.960176,44589.078170
R94,44589.086276,0.404774,44589.086306,44589.491082
R95,44589.146794,0.175048,44589.491157,44589.666209
R96,44589.290222,0.082609,44589.666318,44589.748929
R97,44589.519885,0.114795,44589.748979,44589.863776
R98,44589.525947,0.216275,44589.863812,44590.080088
R99,44589.824519,0.148173,44590.080154,44590.228332
R100,44590.168922,0.113487,44590.228391,44590.341879
R101,44590.816362,0.342518,44590.816426,44591.158950
R102,44591.205912,0.057307,44591.205954,44591.263263
R103,44591.389167,0.147669,44591.389198,44591.536868
R104,44591.419050,0.006677,44591.536919,44591.543596
R105,44591.785371,0.023756,44591.785403,44591.809161
R106,44591.960245,0.021687,44591.960280,44591.981970
R107,44592.125758,0.031755,44592.125794,44592.157550
R108,44592.326850,0.021935,44592.326935,44592.348874
R109,44592.393380,0.083549,44592.393432,44592.476984
R110,44592.406284,0.087755,44592.477060,44592.564816
R111,44592.448502,0.296387,44592.564850,44592.861238
R112,44592.567658,0.065824,44592.861307,44592.927132
R113,44592.622449,0.010019,44592.927172,44592.937192
R114,44592.834238,0.074818,44592.937224,44593.012042
R115,44592.940564,0.049959,44593.012093,44593.062052
R116,44593.421948,0.156817,44593.421977,44593.578795
R117,44593.490315,0.000270,44593.578842,44593.579112
R118,44593.585358,0.076042,44593.585397,44593.661439
R119,44593.655893,0.022203,44593.661469,44593.683672
R120,44593.954521,0.054968,44593.954666,44594.009638
R121,44594.142196,0.030315,44594.142237,44594.172554
R122,44594.251873,0.016798,44594.251903,44594.268702
R123,44594.459439,0.003477,44594.459480,44594.462958
R124,44594.621537,0.099223,44594.621582,44594.720806
R125,44594.710634,0.084593,44594.720848,44594.805443
R126,44594.897489,0.017009,44594.897561,44594.914573
R127,44594.968642,0.082217,44594.968713,44595.050936
R128,44595.125258,0.033171,44595.125306,44595.158481
R129,44595.344009,0.018826,44595.344058,44595.362886
R130,44595.568858,0.096201,44595.568907,44595.665109
R131,44595.991802,0.024785,44595.991884,44596.016674
R132,44596.168379,0.007644,44596.168462,44596.176109
R133,44596.295206,0.174891,44596.295281,44596.470179
R134,44596.345597,0.008202,44596.470274,44596.478478
R135,44596.538772,0.037399,44596.538808,44596.576208
R136,44596.558472,0.074955,44596.576255,44596.651211
R137,44596.701802,0.028398,44596.701851,44596.730251
R138,44596.884902,0.028351,44596.884938,44596.913291
R139,44597.134161,0.017534,44597.134222,44597.151762
R140,44597.200886,0.000299,44597.200935,44597.201236
R141,44597.894045,0.033557,44597.894153,44597.927719
R142,44598.186933,0.047799,44598.186983,44598.234783
R143,44598.221734,0.209371,44598.234862,44598.444236
R144,44598.752683,0.100075,44598.752755,44598.852832
R145,44598.994049,0.096473,44598.994095,44599.090571
R146,44599.015630,0.124036,44599.090643,44599.214680
R147,44599.096372,0.206683,44599.214721,44599.421404
R148,44599.574018,0.018966,44599.574059,44599.593026
R149,44599.904071,0.066181,44599.904132,44599.970315
R150,44600.167211,0.196097,44600.167272,44600.363371
R151,44600.226092,0.172609,44600.363461,44600.536071
R152,44600.626801,0.071541,44600.626840,44600.698382
R153,44600.741749,0.026674,44600.741788,44600.768463
