R0,42996.709492,0.041792,42996.709647,42996.751523
R1,42997.626653,0.133472,42997.626755,42997.760232
R2,42998.390936,0.018341,42998.390994,42998.409338
R3,42999.604264,0.121834,42999.604314,42999.726151
R4,42999.808492,0.067281,42999.808533,42999.875815
R5,42999.971246,0.082600,42999.971280,43000.053882
R6,43000.295755,0.060026,43000.295801,43000.355828
R7,43000.522712,0.206605,43000.522765,43000.729373
R8,43002.043494,0.105280,43002.043586,43002.148876
R9,43002.548536,0.077822,43002.548604,43002.626430
R10,43002.625140,0.023187,43002.626520,43002.649708
R11,43002.633449,0.135879,43002.649785,43002.785665
R12,43002.707288,0.042700,43002.785712,43002.828413
R13,43002.792529,0.009600,43002.828448,43002.838048
R14,43002.862075,0.020519,43002.862128,43002.882649
R15,43006.279751,0.152254,43006.279847,43006.432106
R16,43006.639574,0.029252,43006.639666,43006.668922
R17,43007.113921,0.061912,43007.114034,43007.175953
R18,43007.621479,0.300302,43007.621543,43007.921852
R19,43007.961771,0.122966,43007.961822,43008.084791
R20,43008.134879,0.122442,43008.134950,43008.257394
R21,43008.509063,0.185106,43008.509137,43008.694247
R22,43008.764767,0.036214,43008.764824,43008.801041
R23,43008.931401,0.209469,43008.931442,43009.140917
R24,43009.755905,0.248530,43009.755982,43010.004517
R25,43009.792156,0.007499,43010.004637,43010.012137
R26,43010.165473,0.090695,43010.165506,43010.256207
R27,43010.272243,0.035757,43010.272281,43010.308039
R28,43011.377068,0.001686,43011.377180,43011.378872
R29,43011.410343,0.005431,43011.410396,43011.415829
R30,43011.716384,0.293994,43011.716433,43012.010428
R31,43011.852528,0.158606,43012.010489,43012.169096
R32,43013.015093,0.064667,43013.015211,43013.079887
R33,43013.170284,0.119013,43013.170320,43013.289335
R34,43013.405488,0.091816,43013.405524,43013.497343
R35,43013.764845,0.003339,43013.764910,43013.768252
R36,43014.144141,0.223819,43014.144181,43014.368009
R37,43014.432043,0.106364,43014.432107,43014.538474
R38,43015.767597,0.111788,43015.767703,43015.879499
R39,43015.934951,0.036419,43015.935040,43015.971467
R40,43016.445881,0.015124,43016.445996,43016.461124
R41,43017.028185,0.176741,43017.028279,43017.205028
R42,43017.318328,0.033415,43017.318426,43017.351844
R43,43018.202103,0.186534,43018.202195,43018.388733
R44,43018.332246,0.096708,43018.388824,43018.485533
R45,43018.548032,0.074024,43018.548107,43018.622135
R46,43020.115303,0.163059,43020.115409,43020.278473
R47,43020.650872,0.214719,43020.650906,43020.865626
R48,43020.940443,0.140512,43020.940478,43021.080991
R49,43021.194602,0.201567,43021.194639,43021.396207
R50,43021.770996,0.020260,43021.771031,43021.791293
R51,43022.100415,0.210611,43022.100444,43022.311056
R52,43023.600850,0.177430,43023.600884,43023.778315
R53,43023.680779,0.047129,43023.778362,43023.825492
R54,43024.193146,0.027498,43024.193188,43024.220687
R55,43024.676495,0.030616,43024.676559,43024.707177
R56,43025.447509,0.021360,43025.447578,43025.468940
