R0,45031.482101,0.041792,45031.482259,45031.524141
R1,45031.635184,0.133472,45031.635246,45031.768724
R2,45031.762640,0.018341,45031.768956,45031.787298
R3,45031.964903,0.121834,45031.964953,45032.086789
R4,45031.998987,0.067281,45032.086933,45032.154214
R5,45032.026153,0.082600,45032.154263,45032.236864
R6,45032.080266,0.060026,45032.236931,45032.296958
R7,45032.118107,0.206605,45032.296995,45032.503605
R8,45032.371590,0.105280,45032.503675,45032.608956
R9,45032.455774,0.077822,45032.609048,45032.686871
R10,45032.468645,0.023187,45032.686913,45032.710100
R11,45032.470036,0.135879,45032.710160,45032.846039
R12,45032.482364,0.042700,45032.846068,45032.888769
R13,45032.496596,0.009600,45032.888796,45032.898396
R14,45032.508202,0.020519,45032.898425,45032.918945
R15,45033.077871,0.152254,45033.077911,45033.230172
R16,45033.137857,0.029252,45033.230267,45033.259520
R17,45033.216929,0.061912,45033.259587,45033.321500
R18,45033.301562,0.300302,45033.321558,45033.621864
R19,45033.358324,0.122966,45033.621957,45033.744925
R20,45033.387194,0.122442,45033.744986,45033.867428
R21,45033.449554,0.185106,45033.867471,45034.052580
R22,45033.492181,0.036214,45034.052650,45034.088866
R23,45033.519963,0.209469,45034.088933,45034.298409
R24,45033.657387,0.248530,45034.298506,45034.547041
R25,45033.663444,0.007499,45034.547167,45034.554667
R26,45033.725685,0.090695,45034.554708,45034.645405
R27,45033.743497,0.035757,45034.645455,45034.681216
R28,45033.927649,0.001686,45034.681313,45034.682999
R29,45033.933224,0.005431,45034.683053,45034.688485
R30,45033.984266,0.293994,45034.688510,45034.982506
R31,45034.006972,0.158606,45034.982593,45035.141200
R32,45034.200754,0.064667,45035.141347,45035.206017
R33,45034.226651,0.119013,45035.206083,45035.325098
R34,45034.265886,0.091816,45035.325179,45035.416998
R35,45034.325796,0.003339,45035.417107,45035.420448
R36,45034.389062,0.223819,45035.420488,45035.644308
R37,45034.437078,0.106364,45035.644388,45035.750757
R38,45034.659694,0.111788,45035.750831,45035.862623
R39,45034.687614,0.036419,45035.862690,45035.899110
R40,45034.772798,0.015124,45035.899170,45035.914295
R41,45034.869914,0.176741,45035.914326,45036.091072
R42,45034.918342,0.033415,45036.091167,45036.124583
R43,45035.065707,0.186534,45036.124633,45036.311169
R44,45035.087425,0.096708,45036.311256,45036.407965
R45,45035.123403,0.074024,45036.408022,45036.482046
R46,45035.384653,0.163059,45036.482075,45036.645134
R47,45035.473973,0.214719,45036.645201,45036.859921
R48,45035.522293,0.140512,45036.859976,45037.000492
R49,45035.564683,0.201567,45037.000545,45037.202115
R50,45035.660783,0.020260,45037.202185,45037.222446
R51,45035.715717,0.210611,45037.222494,45037.433107
R52,45035.965836,0.177430,45037.433202,45037.610634
R53,45035.979191,0.047129,45037.610722,45037.657853
R54,45036.064609,0.027498,45037.657892,45037.685391
R55,45036.145202,0.030616,45037.685420,45037.716036
R56,45036.273741,0.021360,45037.716064,45037.737425
R57,45036.323154,0.026941,45037.737474,45037.764415
R58,45036.340498,0.044893,45037.764447,45037.809341
R59,45036.408269,0.197754,45037.809372,45038.007127
R60,45036.423783,0.011230,45038.007174,45038.018405
R61,45036.432878,0.119092,45038.018449,45038.137541
R62,45036.489908,0.227786,45038.137569,45038.365355
R63,45036.838584,0.040266,45038.365391,45038.405658
R64,45036.934776,0.038326,45038.405763,45038.444092
R65,45037.050271,0.022026,45038.444178,45038.466205
R66,45037.079346,0.023355,45038.466256,45038.489617
R67,45037.152598,0.109777,45038.489715,45038.599494
R68,45037.166435,0.131443,45038.599582,45038.731026
R69,45037.177651,0.113898,45038.731079,45038.844978
R70,45037.192628,0.249818,45038.845033,45039.094852
R71,45037.199117,0.061436,45039.094937,45039.156374
R72,45037.203647,0.022877,45039.156426,45039.179303
R73,45037.219837,0.109934,45039.179337,45039.289273
R74,45037.353100,0.285300,45039.289320,45039.574622
R75,45037.442235,0.118834,45039.574677,45039.693512
R76,45037.527311,0.012076,45039.693579,45039.705656
R77,45037.535529,0.006788,45039.705713,45039.712502
R78,45037.596761,0.019082,45039.713405,45039.732487
R79,45037.602830,0.142751,45039.732532,45039.875284
R80,45037.654428,0.117406,45039.875336,45039.992743
R81,45037.725433,0.014312,45039.992819,45040.007133
R82,45037.729916,0.019047,45040.007173,45040.026222
R83,45038.726196,0.011172,45040.026248,45040.037420
R84,45038.910168,0.004631,45040.037439,45040.042070
R85,45039.420117,0.006256,45040.042091,45040.048348
R86,45039.590545,0.213737,45040.048371,45040.262109
R87,45039.590934,0.016575,45040.262141,45040.278717
R88,45039.666074,0.041423,45040.278748,45040.320171
R89,45039.680947,0.142759,45040.320200,45040.462961
R90,45039.884491,0.067004,45040.463012,45040.530020
R91,45039.921613,0.050211,45040.530071,45040.580283
R92,45039.993837,0.008747,45040.580346,45040.589093
R93,45040.090772,0.117992,45040.589127,45040.707119
R94,45040.153878,0.404774,45040.707152,45041.111931
R95,45040.184138,0.175048,45041.111998,45041.287047
R96,45040.255864,0.082609,45041.287104,45041.369714
R97,45040.370692,0.114795,45041.369756,45041.484552
R98,45040.373728,0.216275,45041.484583,45041.700859
R99,45040.523044,0.148173,45041.700908,45041.849082
R100,45040.695282,0.113487,45041.849121,45041.962612
R101,45041.019019,0.342518,45041.962713,45042.305235
R102,45041.213807,0.057307,45042.305293,45042.362601
R103,45041.305442,0.147669,45042.362644,45042.510315
R104,45041.320404,0.006677,45042.510369,45042.517046
R105,45041.503576,0.023756,45042.517075,45042.540832
R106,45041.591025,0.021687,45042.540860,45042.562548
R107,45041.673798,0.031755,45042.562574,45042.594330
R108,45041.774338,0.021935,45042.594356,45042.616292
R109,45041.807592,0.083549,45042.616319,45042.699869
R110,45041.814027,0.087755,45042.699900,45042.787656
R111,45041.835143,0.296387,45042.787694,45043.084083
R112,45041.894738,0.065824,45043.084132,45043.149957
R113,45041.922149,0.010019,45043.149997,45043.160017
R114,45042.028039,0.074818,45043.160038,45043.234856
R115,45042.081208,0.049959,45043.234891,45043.284851
R116,45042.321907,0.156817,45043.284896,45043.441714
R117,45042.356106,0.000270,45043.441753,45043.442024
R118,45042.403638,0.076042,45043.442091,45043.518134
R119,45042.438910,0.022203,45043.518165,45043.540368
R120,45042.588198,0.054968,45043.540401,45043.595375
R121,45042.682014,0.030315,45043.595403,45043.625718
R122,45042.736842,0.016798,45043.625747,45043.642545
R123,45042.840628,0.003477,45043.642569,45043.646046
R124,45042.921682,0.099223,45043.646076,45043.745299
R125,45042.966244,0.084593,45043.745338,45043.829935
R126,45043.059655,0.017009,45043.829965,45043.846974
R127,45043.095208,0.082217,45043.846999,45043.929216
R128,45043.173508,0.033171,45043.929244,45043.962415
R129,45043.282870,0.018826,45043.962441,45043.981268
R130,45043.395300,0.096201,45043.981291,45044.077494
R131,45043.606760,0.024785,45044.077526,45044.102312
R132,45043.695028,0.007644,45044.102334,45044.109978
R133,45043.758397,0.174891,45044.110009,45044.284901
R134,45043.783564,0.008202,45044.284947,45044.293150
R135,45043.880147,0.037399,45044.293176,45044.330576
R136,45043.890012,0.074955,45044.330618,45044.405573
R137,45043.961673,0.028398,45044.405600,45044.433998
