R0,44667.962420,0.041792,44667.962670,44668.004561
R1,44668.224760,0.133472,44668.224807,44668.358282
R2,44668.443182,0.018341,44668.443244,44668.461587
R3,44668.789953,0.121834,44668.790055,44668.911893
R4,44668.848407,0.067281,44668.912172,44668.979454
R5,44668.894951,0.082600,44668.979499,44669.062103
R6,44668.987711,0.060026,44669.062170,44669.122198
R7,44669.052590,0.206605,44669.122321,44669.328932
R8,44669.487128,0.105280,44669.487174,44669.592458
R9,44669.631439,0.077822,44669.631472,44669.709296
R10,44669.653434,0.023187,44669.709353,44669.732541
R11,44669.655812,0.135879,44669.732602,44669.868482
R12,44669.676936,0.042700,44669.868522,44669.911223
R13,44669.701313,0.009600,44669.911270,44669.920870
R14,44669.721195,0.020519,44669.920903,44669.941422
R15,44670.697711,0.152254,44670.697767,44670.850023
R16,44670.800565,0.029252,44670.850126,44670.879379
R17,44670.936135,0.061912,44670.936184,44670.998098
R18,44671.081172,0.300302,44671.081206,44671.381509
R19,44671.178416,0.122966,44671.381573,44671.504540
R20,44671.227884,0.122442,44671.504581,44671.627024
R21,44671.334793,0.185106,44671.627075,44671.812183
R22,44671.407848,0.036214,44671.812256,44671.848473
R23,44671.455460,0.209469,44671.848552,44672.058026
R24,44671.691044,0.248530,44672.058180,44672.306711
R25,44671.701403,0.007499,44672.306769,44672.314270
R26,44671.808111,0.090695,44672.314311,44672.405007
R27,44671.838669,0.035757,44672.405047,44672.440804
R28,44672.154350,0.001686,44672.440857,44672.442543
R29,44672.163861,0.005431,44672.442574,44672.448007
R30,44672.251314,0.293994,44672.448038,44672.742033
R31,44672.290222,0.158606,44672.742097,44672.900707
R32,44672.622453,0.064667,44672.900824,44672.965494
R33,44672.666866,0.119013,44672.965555,44673.084569
R34,44672.734123,0.091816,44673.084624,44673.176442
R35,44672.836844,0.003339,44673.176521,44673.179860
R36,44672.945273,0.223819,44673.179891,44673.403711
R37,44673.027555,0.106364,44673.403791,44673.510156
R38,44673.409143,0.111788,44673.510200,44673.621988
R39,44673.456958,0.036419,44673.622029,44673.658449
R40,44673.602931,0.015124,44673.658481,44673.673605
R41,44673.769293,0.176741,44673.769324,44673.946070
R42,44673.852190,0.033415,44673.946110,44673.979526
R43,44674.104691,0.186534,44674.104724,44674.291259
R44,44674.141873,0.096708,44674.291303,44674.388012
R45,44674.203517,0.074024,44674.388063,44674.462087
R46,44674.651302,0.163059,44674.651338,44674.814398
R47,44674.804335,0.214719,44674.814458,44675.029177
R48,44674.887104,0.140512,44675.029226,44675.169739
R49,44674.959757,0.201567,44675.169809,44675.371377
R50,44675.124500,0.020260,44675.371438,44675.391700
R51,44675.218672,0.210611,44675.391734,44675.602348
R52,44675.647408,0.177430,44675.647461,44675.824893
R53,44675.670294,0.047129,44675.824942,44675.872072
R54,44675.816710,0.027498,44675.872106,44675.899605
R55,44675.954819,0.030616,44675.954851,44675.985467
R56,44676.175121,0.021360,44676.175154,44676.196516
R57,44676.259809,0.026941,44676.259847,44676.286790
R58,44676.289516,0.044893,44676.289552,44676.334446
R59,44676.405714,0.197754,44676.405758,44676.603519
R60,44676.432353,0.011230,44676.603655,44676.614887
R61,44676.447984,0.119092,44676.614940,44676.734033
R62,44676.545785,0.227786,44676.734265,44676.962052
R63,44677.143483,0.040266,44677.143535,44677.183803
