R0,44907.307027,0.041792,44907.307230,44907.349136
R1,44907.490690,0.133472,44907.490777,44907.624255
R2,44907.643613,0.018341,44907.643649,44907.661992
R3,44907.886313,0.121834,44907.886377,44908.008214
R4,44907.927210,0.067281,44908.008391,44908.075673
R5,44907.959792,0.082600,44908.075711,44908.158312
R6,44908.024714,0.060026,44908.158350,44908.218377
R7,44908.070126,0.206605,44908.218414,44908.425020
R8,44908.374301,0.105280,44908.425054,44908.530335
R9,44908.475313,0.077822,44908.530370,44908.608193
R10,44908.490744,0.023187,44908.608224,44908.631411
R11,44908.492423,0.135879,44908.631455,44908.767335
R12,44908.507209,0.042700,44908.767364,44908.810065
R13,44908.524291,0.009600,44908.810095,44908.819695
R14,44908.538224,0.020519,44908.819720,44908.840240
R15,44909.221800,0.152254,44909.221831,44909.374086
R16,44909.293777,0.029252,44909.374164,44909.403417
R17,44909.388645,0.061912,44909.403455,44909.465368
R18,44909.490159,0.300302,44909.490197,44909.790506
R19,44909.558269,0.122966,44909.790600,44909.913568
R20,44909.592920,0.122442,44909.913625,44910.036068
R21,44909.667771,0.185106,44910.036123,44910.221230
R22,44909.718938,0.036214,44910.221259,44910.257474
R23,44909.752283,0.209469,44910.257521,44910.466993
R24,44909.917196,0.248530,44910.467058,44910.715596
R25,44909.924450,0.007499,44910.715693,44910.723193
R26,44909.999131,0.090695,44910.723261,44910.813958
R27,44910.020505,0.035757,44910.814032,44910.849792
R28,44910.241467,0.001686,44910.849833,44910.851519
R29,44910.248123,0.005431,44910.851549,44910.856980
R30,44910.309365,0.293994,44910.857018,44911.151014
R31,44910.336616,0.158606,44911.151051,44911.309659
R32,44910.569135,0.064667,44911.309778,44911.374448
R33,44910.600172,0.119013,44911.374497,44911.493514
R34,44910.647240,0.091816,44911.493585,44911.585406
R35,44910.719131,0.003339,44911.585519,44911.588860
R36,44910.795036,0.223819,44911.588896,44911.812717
R37,44910.852637,0.106364,44911.812808,44911.919175
R38,44911.119763,0.111788,44911.919270,44912.031061
R39,44911.153259,0.036419,44912.031175,44912.067598
R40,44911.255488,0.015124,44912.067710,44912.082836
R41,44911.372018,0.176741,44912.082882,44912.259627
R42,44911.430104,0.033415,44912.259729,44912.293145
R43,44911.606889,0.186534,44912.293185,44912.479725
R44,44911.632942,0.096708,44912.479818,44912.576531
R45,44911.676106,0.074024,44912.576617,44912.650646
R46,44911.989587,0.163059,44912.650732,44912.813794
R47,44912.096757,0.214719,44912.813876,44913.028600
R48,44912.154751,0.140512,44913.028696,44913.169209
R49,44912.205643,0.201567,44913.169255,44913.370824
R50,44912.321066,0.020260,44913.370891,44913.391153
R51,44912.387061,0.210611,44913.391198,44913.601812
R52,44912.687235,0.177430,44913.601919,44913.779362
R53,44912.703304,0.047129,44913.779453,44913.826584
R54,44912.805840,0.027498,44913.826631,44913.854130
R55,44912.902564,0.030616,44913.854166,44913.884782
R56,44913.056809,0.021360,44913.884808,44913.906169
R57,44913.116102,0.026941,44913.906198,44913.933139
R58,44913.136900,0.044893,44913.933170,44913.978064
R59,44913.218241,0.197754,44913.978094,44914.175853
R60,44913.236860,0.011230,44914.175926,44914.187157
R61,44913.247779,0.119092,44914.187197,44914.306291
R62,44913.316218,0.227786,44914.306345,44914.534132
R63,44913.734629,0.040266,44914.534204,44914.574471
R64,44913.850038,0.038326,44914.574511,44914.612838
R65,44913.988621,0.022026,44914.612867,44914.634893
R66,44914.023495,0.023355,44914.634913,44914.658268
R67,44914.111347,0.109777,44914.658301,44914.768079
R68,44914.127904,0.131443,44914.768129,44914.899573
R69,44914.141367,0.113898,44914.899618,44915.013516
R70,44914.159345,0.249818,44915.013547,44915.263365
R71,44914.167132,0.061436,44915.263393,44915.324830
R72,44914.172566,0.022877,44915.324883,44915.347764
R73,44914.191969,0.109934,44915.347836,44915.457776
R74,44914.351836,0.285300,44915.457866,44915.743169
R75,44914.458756,0.118834,44915.743260,44915.862096
R76,44914.560799,0.012076,44915.862150,44915.874238
R77,44914.570639,0.006788,44915.874270,44915.881059
R78,44914.644102,0.019082,44915.881780,44915.900862
R79,44914.651379,0.142751,44915.900900,44916.043652
R80,44914.713286,0.117406,44916.043688,44916.161094
R81,44914.798490,0.014312,44916.161138,44916.175452
R82,44914.803846,0.019047,44916.175509,44916.194557
R83,44915.999346,0.011172,44916.194594,44916.205767
R84,44916.220067,0.004631,44916.220109,44916.224741
R85,44916.832020,0.006256,44916.832080,44916.838340
R86,44917.036627,0.213737,44917.036691,44917.250439
R87,44917.037118,0.016575,44917.250560,44917.267136
R88,44917.127288,0.041423,44917.267176,44917.308600
R89,44917.145176,0.142759,44917.308677,44917.451441
R90,44917.389486,0.067004,44917.451524,44917.518529
R91,44917.434036,0.050211,44917.518578,44917.568790
R92,44917.520691,0.008747,44917.568828,44917.577575
R93,44917.636997,0.117992,44917.637052,44917.755045
R94,44917.712726,0.404774,44917.755106,44918.159881
R95,44917.749039,0.175048,44918.159946,44918.334999
R96,44917.835125,0.082609,44918.335147,44918.417762
R97,44917.972961,0.114795,44918.417828,44918.532625
R98,44917.976618,0.216275,44918.532694,44918.748970
R99,44918.155763,0.148173,44918.749022,44918.897196
R100,44918.362438,0.113487,44918.897230,44919.010717
R101,44918.750894,0.342518,44919.010821,44919.353344
R102,44918.984607,0.057307,44919.353449,44919.410758
R103,44919.094561,0.147669,44919.410832,44919.558502
R104,44919.112492,0.006677,44919.558555,44919.565233
R105,44919.332326,0.023756,44919.565262,44919.589019
R106,44919.437288,0.021687,44919.589058,44919.610745
R107,44919.536627,0.031755,44919.610773,44919.642529
R108,44919.657259,0.021935,44919.657290,44919.679230
R109,44919.697157,0.083549,44919.697184,44919.780735
